location,date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,total_tests,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,life_expectancy
9183,Austria,2020-02-25,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9184,Austria,2020-02-26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9185,Austria,2020-02-27,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9186,Austria,2020-02-28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9187,Austria,2020-02-29,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9188,Austria,2020-03-01,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9189,Austria,2020-03-02,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9190,Austria,2020-03-03,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9191,Austria,2020-03-04,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9192,Austria,2020-03-05,41.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9193,Austria,2020-03-06,55.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9194,Austria,2020-03-07,79.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9195,Austria,2020-03-08,104.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9196,Austria,2020-03-09,131.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9197,Austria,2020-03-10,182.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9198,Austria,2020-03-11,246.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9199,Austria,2020-03-12,302.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9200,Austria,2020-03-13,504.0,202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9201,Austria,2020-03-14,655.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9202,Austria,2020-03-15,860.0,205.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9203,Austria,2020-03-16,1018.0,158.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9204,Austria,2020-03-17,1332.0,314.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9205,Austria,2020-03-18,1646.0,314.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9206,Austria,2020-03-19,2013.0,367.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9207,Austria,2020-03-20,2388.0,375.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9208,Austria,2020-03-21,2814.0,426.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9209,Austria,2020-03-22,3582.0,768.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9210,Austria,2020-03-23,4474.0,892.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9211,Austria,2020-03-24,5283.0,809.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9212,Austria,2020-03-25,5588.0,305.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9213,Austria,2020-03-26,6909.0,1321.0,49.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9214,Austria,2020-03-27,7657.0,748.0,58.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9215,Austria,2020-03-28,8271.0,614.0,68.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9216,Austria,2020-03-29,8788.0,517.0,86.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9217,Austria,2020-03-30,9618.0,830.0,108.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9218,Austria,2020-03-31,10180.0,562.0,128.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
9219,Austria,2020-04-01,10711.0,531.0,146.0,18.0,215.0,1071.0,16834.0,0.0,0.0,0.0,0.0,81.54
9220,Austria,2020-04-02,11129.0,418.0,158.0,12.0,219.0,1042.0,92190.0,0.0,0.0,0.0,0.0,81.54
9221,Austria,2020-04-03,11524.0,395.0,168.0,10.0,245.0,1074.0,98343.0,0.0,0.0,0.0,0.0,81.54
9222,Austria,2020-04-04,11781.0,257.0,186.0,18.0,245.0,1071.0,104134.0,0.0,0.0,0.0,0.0,81.54
9223,Austria,2020-04-05,12051.0,270.0,204.0,18.0,244.0,956.0,108416.0,0.0,0.0,0.0,0.0,81.54
9224,Austria,2020-04-06,12297.0,246.0,220.0,16.0,250.0,1074.0,111296.0,0.0,0.0,0.0,0.0,81.54
9225,Austria,2020-04-07,12639.0,342.0,243.0,23.0,243.0,1100.0,115235.0,0.0,0.0,0.0,0.0,81.54
9226,Austria,2020-04-08,12942.0,303.0,273.0,30.0,267.0,1096.0,120755.0,0.0,0.0,0.0,0.0,81.54
9227,Austria,2020-04-09,13244.0,302.0,295.0,22.0,266.0,1086.0,126287.0,0.0,0.0,0.0,0.0,81.54
9228,Austria,2020-04-10,13555.0,311.0,319.0,24.0,261.0,1032.0,134743.0,0.0,0.0,0.0,0.0,81.54
9229,Austria,2020-04-11,13806.0,251.0,337.0,18.0,245.0,1035.0,140975.0,0.0,0.0,0.0,0.0,81.54
9230,Austria,2020-04-12,13945.0,139.0,350.0,13.0,243.0,1035.0,144877.0,0.0,0.0,0.0,0.0,81.54
9231,Austria,2020-04-13,14041.0,96.0,368.0,18.0,239.0,981.0,148412.0,0.0,0.0,0.0,0.0,81.54
9232,Austria,2020-04-14,14226.0,185.0,384.0,16.0,243.0,1002.0,151796.0,0.0,0.0,0.0,0.0,81.54
9233,Austria,2020-04-15,14336.0,110.0,393.0,9.0,232.0,1001.0,156801.0,0.0,0.0,0.0,0.0,81.54
9234,Austria,2020-04-16,14476.0,140.0,410.0,17.0,238.0,967.0,162816.0,0.0,0.0,0.0,0.0,81.54
9235,Austria,2020-04-17,14595.0,119.0,431.0,21.0,227.0,909.0,169272.0,0.0,0.0,0.0,0.0,81.54
9236,Austria,2020-04-18,14671.0,76.0,443.0,12.0,208.0,855.0,175932.0,0.0,0.0,0.0,0.0,81.54
9237,Austria,2020-04-19,14749.0,78.0,452.0,9.0,204.0,817.0,179244.0,0.0,0.0,0.0,0.0,81.54
9238,Austria,2020-04-20,14795.0,46.0,470.0,18.0,194.0,805.0,182949.0,0.0,0.0,0.0,0.0,81.54
9239,Austria,2020-04-21,14873.0,78.0,491.0,21.0,196.0,756.0,189018.0,0.0,0.0,0.0,0.0,81.54
9240,Austria,2020-04-22,14925.0,52.0,510.0,19.0,176.0,700.0,201794.0,0.0,0.0,0.0,0.0,81.54
9241,Austria,2020-04-23,15002.0,77.0,522.0,12.0,169.0,677.0,205835.0,0.0,0.0,0.0,0.0,81.54
9242,Austria,2020-04-24,15071.0,69.0,530.0,8.0,156.0,651.0,212686.0,0.0,0.0,0.0,0.0,81.54
9243,Austria,2020-04-25,15148.0,77.0,536.0,6.0,148.0,608.0,221089.0,0.0,0.0,0.0,0.0,81.54
9244,Austria,2020-04-26,15225.0,77.0,542.0,6.0,145.0,594.0,227631.0,0.0,0.0,0.0,0.0,81.54
9245,Austria,2020-04-27,15274.0,49.0,549.0,7.0,140.0,579.0,232537.0,0.0,0.0,0.0,0.0,81.54
9246,Austria,2020-04-28,15357.0,83.0,569.0,20.0,136.0,561.0,239578.0,0.0,0.0,0.0,0.0,81.54
9247,Austria,2020-04-29,15402.0,45.0,580.0,11.0,131.0,517.0,247754.0,0.0,0.0,0.0,0.0,81.54
9248,Austria,2020-04-30,15452.0,50.0,584.0,4.0,128.0,500.0,256399.0,0.0,0.0,0.0,0.0,81.54
9249,Austria,2020-05-01,15531.0,79.0,589.0,5.0,124.0,472.0,264079.0,0.0,0.0,0.0,0.0,81.54
9250,Austria,2020-05-02,15558.0,27.0,596.0,7.0,114.0,428.0,269619.0,0.0,0.0,0.0,0.0,81.54
9251,Austria,2020-05-03,15597.0,39.0,598.0,2.0,114.0,422.0,274355.0,0.0,0.0,0.0,0.0,81.54
9252,Austria,2020-05-04,15621.0,24.0,600.0,2.0,111.0,420.0,279071.0,0.0,0.0,0.0,0.0,81.54
9253,Austria,2020-05-05,15650.0,29.0,606.0,6.0,104.0,418.0,285883.0,0.0,0.0,0.0,0.0,81.54
9254,Austria,2020-05-06,15684.0,34.0,608.0,2.0,97.0,418.0,292254.0,0.0,0.0,0.0,0.0,81.54
9255,Austria,2020-05-07,15752.0,68.0,609.0,1.0,92.0,360.0,297894.0,0.0,0.0,0.0,0.0,81.54
9256,Austria,2020-05-08,15774.0,22.0,614.0,5.0,81.0,339.0,304069.0,0.0,0.0,0.0,0.0,81.54
9257,Austria,2020-05-09,15833.0,59.0,615.0,1.0,79.0,309.0,311690.0,0.0,0.0,0.0,0.0,81.54
9258,Austria,2020-05-10,15871.0,38.0,618.0,3.0,72.0,291.0,316508.0,0.0,0.0,0.0,0.0,81.54
9259,Austria,2020-05-11,15882.0,11.0,620.0,2.0,68.0,279.0,319484.0,0.0,0.0,0.0,0.0,81.54
9260,Austria,2020-05-12,15961.0,79.0,623.0,3.0,59.0,264.0,329314.0,0.0,0.0,0.0,0.0,81.54
9261,Austria,2020-05-13,15997.0,36.0,624.0,1.0,55.0,243.0,336252.0,0.0,0.0,0.0,0.0,81.54
9262,Austria,2020-05-14,16058.0,61.0,626.0,2.0,54.0,234.0,344606.0,0.0,0.0,0.0,0.0,81.54
9263,Austria,2020-05-15,16109.0,51.0,628.0,2.0,47.0,212.0,351351.0,0.0,0.0,0.0,0.0,81.54
9264,Austria,2020-05-16,16201.0,92.0,629.0,1.0,50.0,208.0,357393.0,0.0,0.0,0.0,0.0,81.54
9265,Austria,2020-05-17,16242.0,41.0,629.0,0.0,48.0,197.0,362509.0,0.0,0.0,0.0,0.0,81.54
9266,Austria,2020-05-18,16269.0,27.0,629.0,0.0,45.0,196.0,366069.0,0.0,0.0,0.0,0.0,81.54
9267,Austria,2020-05-19,16321.0,52.0,632.0,3.0,39.0,182.0,372435.0,0.0,0.0,0.0,0.0,81.54
9268,Austria,2020-05-20,16353.0,32.0,633.0,1.0,37.0,174.0,379592.0,0.0,0.0,0.0,0.0,81.54
9269,Austria,2020-05-21,16404.0,51.0,633.0,0.0,32.0,188.0,385637.0,0.0,0.0,0.0,0.0,81.54
9270,Austria,2020-05-22,16436.0,32.0,635.0,2.0,31.0,159.0,390488.0,0.0,0.0,0.0,0.0,81.54
9271,Austria,2020-05-23,16486.0,50.0,639.0,4.0,28.0,144.0,396363.0,0.0,0.0,0.0,0.0,81.54
9272,Austria,2020-05-24,16503.0,17.0,640.0,1.0,29.0,137.0,401857.0,0.0,0.0,0.0,0.0,81.54
9273,Austria,2020-05-25,16539.0,36.0,641.0,1.0,31.0,139.0,405341.0,0.0,0.0,0.0,0.0,81.54
9274,Austria,2020-05-26,16557.0,18.0,643.0,2.0,32.0,127.0,411185.0,0.0,0.0,0.0,0.0,81.54
9275,Austria,2020-05-27,16591.0,34.0,645.0,2.0,32.0,116.0,418706.0,0.0,0.0,0.0,0.0,81.54
9276,Austria,2020-05-28,16628.0,37.0,668.0,23.0,30.0,107.0,427372.0,0.0,0.0,0.0,0.0,81.54
9277,Austria,2020-05-29,16655.0,27.0,668.0,0.0,25.0,103.0,434302.0,0.0,0.0,0.0,0.0,81.54
9278,Austria,2020-05-30,16685.0,30.0,668.0,0.0,23.0,98.0,442143.0,0.0,0.0,0.0,0.0,81.54
9279,Austria,2020-05-31,16731.0,46.0,668.0,0.0,27.0,97.0,448534.0,0.0,0.0,0.0,0.0,81.54
9280,Austria,2020-06-01,16733.0,2.0,668.0,0.0,29.0,97.0,451820.0,0.0,0.0,0.0,0.0,81.54
9281,Austria,2020-06-02,16759.0,26.0,669.0,1.0,26.0,88.0,456378.0,0.0,0.0,0.0,0.0,81.54
9282,Austria,2020-06-03,16771.0,12.0,670.0,1.0,21.0,87.0,462958.0,0.0,0.0,0.0,0.0,81.54
9283,Austria,2020-06-04,16805.0,34.0,670.0,0.0,22.0,87.0,471466.0,0.0,0.0,0.0,0.0,81.54
9284,Austria,2020-06-05,16843.0,38.0,672.0,2.0,20.0,75.0,479449.0,0.0,0.0,0.0,0.0,81.54
9285,Austria,2020-06-06,16898.0,55.0,672.0,0.0,17.0,72.0,485912.0,0.0,0.0,0.0,0.0,81.54
9286,Austria,2020-06-07,16902.0,4.0,672.0,0.0,17.0,69.0,489597.0,0.0,0.0,0.0,0.0,81.54
9287,Austria,2020-06-08,16968.0,66.0,672.0,0.0,17.0,82.0,494761.0,0.0,0.0,0.0,0.0,81.54
9288,Austria,2020-06-09,16979.0,11.0,672.0,0.0,19.0,84.0,500921.0,0.0,0.0,0.0,0.0,81.54
9289,Austria,2020-06-10,17005.0,26.0,673.0,1.0,17.0,80.0,506344.0,0.0,0.0,0.0,0.0,81.54
9290,Austria,2020-06-11,17034.0,29.0,674.0,1.0,14.0,81.0,510311.0,0.0,0.0,0.0,0.0,81.54
9291,Austria,2020-06-12,17064.0,30.0,675.0,1.0,9.0,69.0,516581.0,0.0,0.0,0.0,0.0,81.54
9292,Austria,2020-06-13,17078.0,14.0,677.0,2.0,10.0,72.0,520976.0,0.0,0.0,0.0,0.0,81.54
9293,Austria,2020-06-14,17109.0,31.0,677.0,0.0,12.0,69.0,524840.0,0.0,0.0,0.0,0.0,81.54
9294,Austria,2020-06-15,17135.0,26.0,678.0,1.0,15.0,79.0,527670.0,0.0,0.0,0.0,0.0,81.54
9295,Austria,2020-06-16,17189.0,54.0,681.0,3.0,12.0,78.0,532700.0,0.0,0.0,0.0,0.0,81.54
9296,Austria,2020-06-17,17203.0,14.0,687.0,6.0,11.0,71.0,540615.0,0.0,0.0,0.0,0.0,81.54
9297,Austria,2020-06-18,17223.0,20.0,688.0,1.0,8.0,72.0,545927.0,0.0,0.0,0.0,0.0,81.54
9298,Austria,2020-06-19,17271.0,48.0,688.0,0.0,7.0,75.0,552130.0,0.0,0.0,0.0,0.0,81.54
9299,Austria,2020-06-20,17323.0,52.0,688.0,0.0,8.0,74.0,558208.0,0.0,0.0,0.0,0.0,81.54
9300,Austria,2020-06-21,17341.0,18.0,690.0,2.0,8.0,69.0,560584.0,0.0,0.0,0.0,0.0,81.54
9301,Austria,2020-06-22,17380.0,39.0,690.0,0.0,10.0,69.0,565800.0,0.0,0.0,0.0,0.0,81.54
9302,Austria,2020-06-23,17408.0,28.0,693.0,3.0,11.0,68.0,572473.0,0.0,0.0,0.0,0.0,81.54
9303,Austria,2020-06-24,17449.0,41.0,693.0,0.0,11.0,70.0,578584.0,0.0,0.0,0.0,0.0,81.54
9304,Austria,2020-06-25,17477.0,28.0,698.0,5.0,11.0,71.0,584243.0,0.0,0.0,0.0,0.0,81.54
9305,Austria,2020-06-26,17522.0,45.0,698.0,0.0,10.0,70.0,590442.0,0.0,0.0,0.0,0.0,81.54
9306,Austria,2020-06-27,17580.0,58.0,700.0,2.0,10.0,71.0,597495.0,0.0,0.0,0.0,0.0,81.54
9307,Austria,2020-06-28,17654.0,74.0,702.0,2.0,9.0,71.0,602520.0,0.0,0.0,0.0,0.0,81.54
9308,Austria,2020-06-29,17723.0,69.0,703.0,1.0,8.0,74.0,606375.0,0.0,0.0,0.0,0.0,81.54
9309,Austria,2020-06-30,17766.0,43.0,705.0,2.0,6.0,64.0,612756.0,0.0,0.0,0.0,0.0,81.54
9310,Austria,2020-07-01,17873.0,107.0,705.0,0.0,9.0,74.0,620866.0,0.0,0.0,0.0,0.0,81.54
9311,Austria,2020-07-02,17941.0,68.0,705.0,0.0,7.0,69.0,628700.0,0.0,0.0,0.0,0.0,81.54
9312,Austria,2020-07-03,18050.0,109.0,705.0,0.0,7.0,72.0,635505.0,0.0,0.0,0.0,0.0,81.54
9313,Austria,2020-07-04,18165.0,115.0,705.0,0.0,8.0,68.0,642679.0,0.0,0.0,0.0,0.0,81.54
9314,Austria,2020-07-05,18280.0,115.0,706.0,1.0,10.0,72.0,647804.0,0.0,0.0,0.0,0.0,81.54
9315,Austria,2020-07-06,18365.0,85.0,706.0,0.0,11.0,78.0,654105.0,0.0,0.0,0.0,0.0,81.54
9316,Austria,2020-07-07,18421.0,56.0,706.0,0.0,10.0,91.0,660149.0,0.0,0.0,0.0,0.0,81.54
9317,Austria,2020-07-08,18513.0,92.0,706.0,0.0,11.0,77.0,668220.0,0.0,0.0,0.0,0.0,81.54
9318,Austria,2020-07-09,18615.0,102.0,706.0,0.0,12.0,78.0,675727.0,0.0,0.0,0.0,0.0,81.54
9319,Austria,2020-07-10,18709.0,94.0,706.0,0.0,9.0,80.0,683484.0,0.0,0.0,0.0,0.0,81.54
9320,Austria,2020-07-11,18783.0,74.0,706.0,0.0,9.0,77.0,691709.0,0.0,0.0,0.0,0.0,81.54
9321,Austria,2020-07-12,18897.0,114.0,708.0,2.0,10.0,83.0,696740.0,0.0,0.0,0.0,0.0,81.54
9322,Austria,2020-07-13,18948.0,51.0,708.0,0.0,8.0,82.0,700616.0,0.0,0.0,0.0,0.0,81.54
9323,Austria,2020-07-14,19021.0,73.0,709.0,1.0,9.0,83.0,708128.0,0.0,0.0,0.0,0.0,81.54
9324,Austria,2020-07-15,19154.0,133.0,710.0,1.0,10.0,96.0,716293.0,0.0,0.0,0.0,0.0,81.54
9325,Austria,2020-07-16,19270.0,116.0,711.0,1.0,11.0,94.0,726345.0,0.0,0.0,0.0,0.0,81.54
9326,Austria,2020-07-17,19439.0,169.0,711.0,0.0,11.0,99.0,734413.0,0.0,0.0,0.0,0.0,81.54
9327,Austria,2020-07-18,19573.0,134.0,711.0,0.0,11.0,98.0,743090.0,0.0,0.0,0.0,0.0,81.54
9328,Austria,2020-07-19,19655.0,82.0,711.0,0.0,14.0,99.0,748669.0,0.0,0.0,0.0,0.0,81.54
9329,Austria,2020-07-20,19743.0,88.0,711.0,0.0,16.0,112.0,798436.0,0.0,0.0,0.0,0.0,81.54
9330,Austria,2020-07-21,19827.0,84.0,710.0,-1.0,18.0,114.0,805600.0,0.0,0.0,0.0,0.0,81.54
9331,Austria,2020-07-22,19929.0,102.0,711.0,1.0,18.0,111.0,814681.0,0.0,0.0,0.0,0.0,81.54
9332,Austria,2020-07-23,20099.0,170.0,711.0,0.0,15.0,102.0,826031.0,0.0,0.0,0.0,0.0,81.54
9333,Austria,2020-07-24,20214.0,115.0,711.0,0.0,17.0,103.0,833841.0,0.0,0.0,0.0,0.0,81.54
9334,Austria,2020-07-25,20338.0,124.0,712.0,1.0,16.0,101.0,840890.0,0.0,0.0,0.0,0.0,81.54
9335,Austria,2020-07-26,20472.0,134.0,712.0,0.0,15.0,97.0,847898.0,0.0,0.0,0.0,0.0,81.54
9336,Austria,2020-07-27,20558.0,86.0,713.0,1.0,16.0,95.0,853169.0,0.0,0.0,0.0,0.0,81.54
9337,Austria,2020-07-28,20677.0,119.0,713.0,0.0,15.0,89.0,861206.0,0.0,0.0,0.0,0.0,81.54
9338,Austria,2020-07-29,20850.0,173.0,716.0,3.0,20.0,94.0,870602.0,0.0,0.0,0.0,0.0,81.54
9339,Austria,2020-07-30,20955.0,105.0,718.0,2.0,18.0,105.0,880036.0,0.0,0.0,0.0,0.0,81.54
9340,Austria,2020-07-31,21130.0,175.0,718.0,0.0,16.0,100.0,890461.0,0.0,0.0,0.0,0.0,81.54
9341,Austria,2020-08-01,21212.0,82.0,718.0,0.0,19.0,89.0,897819.0,0.0,0.0,0.0,0.0,81.54
9342,Austria,2020-08-02,21304.0,92.0,718.0,0.0,20.0,93.0,905314.0,0.0,0.0,0.0,0.0,81.54
9343,Austria,2020-08-03,21385.0,81.0,718.0,0.0,21.0,113.0,910437.0,0.0,0.0,0.0,0.0,81.54
9344,Austria,2020-08-04,21481.0,96.0,719.0,1.0,23.0,107.0,916778.0,0.0,0.0,0.0,0.0,81.54
9345,Austria,2020-08-05,21566.0,85.0,719.0,0.0,25.0,115.0,923902.0,0.0,0.0,0.0,0.0,81.54
9346,Austria,2020-08-06,21696.0,130.0,719.0,0.0,25.0,117.0,937275.0,0.0,0.0,0.0,0.0,81.54
9347,Austria,2020-08-07,21837.0,141.0,720.0,1.0,25.0,118.0,947305.0,0.0,0.0,0.0,0.0,81.54
9348,Austria,2020-08-08,21919.0,82.0,721.0,1.0,24.0,120.0,955239.0,0.0,0.0,0.0,0.0,81.54
9349,Austria,2020-08-09,22033.0,114.0,721.0,0.0,22.0,121.0,961868.0,0.0,0.0,0.0,0.0,81.54
9350,Austria,2020-08-10,22106.0,73.0,723.0,2.0,24.0,116.0,965758.0,0.0,0.0,0.0,0.0,81.54
9351,Austria,2020-08-11,22245.0,139.0,723.0,0.0,25.0,119.0,974508.0,0.0,0.0,0.0,0.0,81.54
9352,Austria,2020-08-12,22439.0,194.0,724.0,1.0,25.0,118.0,983018.0,0.0,0.0,0.0,0.0,81.54
9353,Austria,2020-08-13,22594.0,155.0,725.0,1.0,22.0,114.0,991508.0,0.0,0.0,0.0,0.0,81.54
9354,Austria,2020-08-14,22876.0,282.0,725.0,0.0,19.0,110.0,1003432.0,0.0,0.0,0.0,0.0,81.54
9355,Austria,2020-08-15,23179.0,303.0,728.0,3.0,21.0,104.0,1009354.0,0.0,0.0,0.0,0.0,81.54
9356,Austria,2020-08-16,23370.0,191.0,728.0,0.0,19.0,84.0,1018490.0,0.0,0.0,0.0,0.0,81.54
9357,Austria,2020-08-17,23534.0,164.0,729.0,1.0,23.0,114.0,1024067.0,0.0,0.0,0.0,0.0,81.54
9358,Austria,2020-08-18,23829.0,295.0,729.0,0.0,19.0,116.0,1037888.0,0.0,0.0,0.0,0.0,81.54
9359,Austria,2020-08-19,24084.0,255.0,729.0,0.0,20.0,121.0,1049171.0,0.0,0.0,0.0,0.0,81.54
9360,Austria,2020-08-20,24431.0,347.0,729.0,0.0,21.0,116.0,1061437.0,0.0,0.0,0.0,0.0,81.54
9361,Austria,2020-08-21,24762.0,331.0,730.0,1.0,22.0,112.0,1075409.0,0.0,0.0,0.0,0.0,81.54
9362,Austria,2020-08-22,25062.0,300.0,732.0,2.0,22.0,116.0,1087155.0,0.0,0.0,0.0,0.0,81.54
9363,Austria,2020-08-23,25253.0,191.0,732.0,0.0,23.0,116.0,1094987.0,0.0,0.0,0.0,0.0,81.54
9364,Austria,2020-08-24,25495.0,242.0,733.0,1.0,23.0,135.0,1101206.0,0.0,0.0,0.0,0.0,81.54
9365,Austria,2020-08-25,25706.0,211.0,733.0,0.0,23.0,137.0,1110089.0,0.0,0.0,0.0,0.0,81.54
9366,Austria,2020-08-26,26033.0,327.0,733.0,0.0,23.0,141.0,1119199.0,0.0,0.0,0.0,0.0,81.54
9367,Austria,2020-08-27,26361.0,328.0,733.0,0.0,24.0,145.0,1133243.0,0.0,0.0,0.0,0.0,81.54
9368,Austria,2020-08-28,26590.0,229.0,733.0,0.0,27.0,146.0,1147944.0,0.0,0.0,0.0,0.0,81.54
9369,Austria,2020-08-29,26985.0,395.0,733.0,0.0,30.0,144.0,1160743.0,0.0,0.0,0.0,0.0,81.54
9370,Austria,2020-08-30,27166.0,181.0,733.0,0.0,30.0,140.0,1172092.0,0.0,0.0,0.0,0.0,81.54
9371,Austria,2020-08-31,27438.0,272.0,733.0,0.0,31.0,154.0,1180711.0,0.0,0.0,0.0,0.0,81.54
9372,Austria,2020-09-01,27642.0,204.0,734.0,1.0,30.0,149.0,1193127.0,0.0,0.0,0.0,0.0,81.54
9373,Austria,2020-09-02,27969.0,327.0,734.0,0.0,30.0,157.0,1210568.0,0.0,0.0,0.0,0.0,81.54
9374,Austria,2020-09-03,28372.0,403.0,735.0,1.0,29.0,161.0,1222257.0,0.0,0.0,0.0,0.0,81.54
9375,Austria,2020-09-04,28729.0,357.0,735.0,0.0,28.0,156.0,1236489.0,0.0,0.0,0.0,0.0,81.54
9376,Austria,2020-09-05,29087.0,358.0,735.0,0.0,28.0,157.0,1247807.0,0.0,0.0,0.0,0.0,81.54
9377,Austria,2020-09-06,29271.0,184.0,736.0,1.0,28.0,143.0,1255825.0,0.0,0.0,0.0,0.0,81.54
9378,Austria,2020-09-07,29561.0,290.0,746.0,10.0,29.0,163.0,1266223.0,0.0,0.0,0.0,0.0,81.54
9379,Austria,2020-09-08,30081.0,520.0,747.0,1.0,28.0,170.0,1276477.0,0.0,0.0,0.0,0.0,81.54
9380,Austria,2020-09-09,30583.0,502.0,747.0,0.0,36.0,197.0,1288059.0,0.0,0.0,0.0,0.0,81.54
9381,Austria,2020-09-10,31247.0,664.0,748.0,1.0,39.0,205.0,1303030.0,0.0,0.0,0.0,0.0,81.54
9382,Austria,2020-09-11,31827.0,580.0,750.0,2.0,41.0,204.0,1316819.0,0.0,0.0,0.0,0.0,81.54
9383,Austria,2020-09-12,32696.0,869.0,754.0,4.0,42.0,209.0,1331493.0,0.0,0.0,0.0,0.0,81.54
9384,Austria,2020-09-13,33159.0,463.0,756.0,2.0,44.0,226.0,1342066.0,0.0,0.0,0.0,0.0,81.54
9385,Austria,2020-09-14,33541.0,382.0,757.0,1.0,47.0,255.0,1351408.0,0.0,0.0,0.0,0.0,81.54
9386,Austria,2020-09-15,34305.0,764.0,757.0,0.0,49.0,293.0,1364508.0,0.0,0.0,0.0,0.0,81.54
9387,Austria,2020-09-16,35073.0,768.0,758.0,1.0,54.0,321.0,1379839.0,0.0,0.0,0.0,0.0,81.54
9388,Austria,2020-09-17,35853.0,780.0,758.0,0.0,55.0,319.0,1395111.0,0.0,0.0,0.0,0.0,81.54
9389,Austria,2020-09-18,36661.0,808.0,763.0,5.0,62.0,334.0,1413965.0,0.0,0.0,0.0,0.0,81.54
9390,Austria,2020-09-19,37474.0,813.0,765.0,2.0,84.0,349.0,1432099.0,0.0,0.0,0.0,0.0,81.54
9391,Austria,2020-09-20,38095.0,621.0,766.0,1.0,68.0,341.0,1444683.0,0.0,0.0,0.0,0.0,81.54
9392,Austria,2020-09-21,38658.0,563.0,767.0,1.0,67.0,364.0,1458095.0,0.0,0.0,0.0,0.0,81.54
9393,Austria,2020-09-22,39303.0,645.0,771.0,4.0,75.0,390.0,1472647.0,0.0,0.0,0.0,0.0,81.54
9394,Austria,2020-09-23,39984.0,681.0,777.0,6.0,77.0,413.0,1489264.0,0.0,0.0,0.0,0.0,81.54
9395,Austria,2020-09-24,40816.0,832.0,783.0,6.0,78.0,422.0,1507782.0,0.0,0.0,0.0,0.0,81.54
9396,Austria,2020-09-25,41500.0,684.0,786.0,3.0,78.0,411.0,1528191.0,0.0,0.0,0.0,0.0,81.54
9397,Austria,2020-09-26,42214.0,714.0,787.0,1.0,80.0,423.0,1545634.0,0.0,0.0,0.0,0.0,81.54
9398,Austria,2020-09-27,42876.0,662.0,787.0,0.0,84.0,446.0,1555499.0,0.0,0.0,0.0,0.0,81.54
9399,Austria,2020-09-28,43432.0,556.0,790.0,3.0,88.0,469.0,1569992.0,0.0,0.0,0.0,0.0,81.54
