location,date,total_cases,total_deaths,people_vaccinated,total_cases_change_percentage,total_deaths_change_percentage,people_vaccinated_percentage,attention_score
228,Poland,2021-07-31,2882939.0,75261.0,18332060.0,0.9989500298133259,0.9968110973811137,0.9213803031410546,0.9723804767784981
229,Poland,2021-08-31,2888670.0,75345.0,19284686.0,0.9980160419847196,0.9988851284093171,0.9506019439466113,0.9825010381135494
230,Poland,2021-09-29,2905866.0,75623.0,19813605.0,0.9940823148761849,0.9963238697221745,0.9733052617128484,0.9879038154370692
231,Poland,2021-10-31,3025247.0,76999.0,20248449.0,0.9605384287630068,0.9821296380472474,0.9785245773639255,0.9737308813913931
232,Poland,2021-11-29,3520961.0,83055.0,20829997.0,0.8592105961980266,0.9270844621034254,0.9720812249756925,0.9194587610923816
233,Poland,2021-12-31,4108215.0,97054.0,21673668.0,0.8570537325821556,0.855760710532281,0.9610739169761205,0.8912961200301858
234,Poland,2022-01-27,4695435.0,104636.0,22269206.0,0.8749381047762348,0.9275392790244276,0.9732573312223166,0.9252449050076597
236,Portugal,2021-01-31,720516.0,12482.0,280829.0,0.5741413098390598,0.5532767184746035,0.1166154492591577,0.414677825857607
237,Portugal,2021-02-28,804562.0,16317.0,633888.0,0.8955381934518408,0.7649690506833364,0.44302621283255084,0.7011778189892427
238,Portugal,2021-03-31,821722.0,16848.0,1273051.0,0.9791170249792509,0.968482905982906,0.4979282055471462,0.8151760455031011
239,Portugal,2021-04-30,836493.0,16974.0,2455181.0,0.9823417530092899,0.9925768822905621,0.5185161501331267,0.8311449284776596
240,Portugal,2021-05-31,849093.0,17025.0,3913254.0,0.9851606361140652,0.9970044052863436,0.627401390249649,0.869855477216686
241,Portugal,2021-06-29,877195.0,17092.0,5455604.0,0.9679637936832746,0.9960800374444184,0.7172906977852498,0.8937781763043143
242,Portugal,2021-07-31,968631.0,17361.0,7066297.0,0.9056028559895357,0.9845055008352054,0.7720598214312249,0.8873893927519886
243,Portugal,2021-08-31,1037927.0,17743.0,8673190.0,0.933236152446174,0.9784703826861297,0.8147287214969348,0.9088117522097461
244,Portugal,2021-09-27,1067175.0,17955.0,8946296.0,0.9725930611193103,0.9881927039821776,0.9694727292725391,0.9767528314580091
245,Portugal,2021-10-25,1085451.0,18138.0,9017464.0,0.9831627590743387,0.9899106847502481,0.9921077588998415,0.988393734241476
246,Portugal,2021-11-30,1147249.0,18441.0,9132791.0,0.9461337512606244,0.9835692207580934,0.9873722063715243,0.9723583927967474
247,Portugal,2021-12-31,1389646.0,18955.0,0.0,0.825569245692788,0.9728831442891058,inf,inf
248,Portugal,2022-01-28,2507357.0,19788.0,9573472.0,0.554227419549749,0.9579037800687286,0.0,0.5040437332061591
250,Serbia,2021-02-28,459259.0,4443.0,924683.0,0.8576794357867783,0.9002925950934053,0.47300534345283735,0.7436591247776736
251,Serbia,2021-03-31,600596.0,5308.0,1428888.0,0.7646720923882276,0.8370384325546345,0.6471346949515987,0.7496150732981537
252,Serbia,2021-04-30,689557.0,6362.0,2026571.0,0.8709881851681587,0.8343288274127633,0.7050767034562322,0.8034645720123846
253,Serbia,2021-05-30,712224.0,6854.0,2516852.0,0.9681743384103877,0.9282170995039393,0.8052007031005399,0.9005307136716224
254,Serbia,2021-06-20,715753.0,7001.0,2693998.0,0.9950695281752224,0.9790029995714898,0.9342441976571624,0.9694389084679581
255,Serbia,2021-07-31,721918.0,7114.0,2835895.0,0.9914602489479415,0.9841158279448974,0.9499639443632434,0.9751800070853608
256,Serbia,2021-08-30,759952.0,7278.0,2923123.0,0.9499521022380361,0.9774663369057434,0.9701593124887321,0.9658592505441704
257,Serbia,2021-09-30,941989.0,8234.0,3040293.0,0.8067525204646764,0.8838960408064125,0.9614609512964705,0.8840365041891864
258,Serbia,2021-10-30,1137820.0,9890.0,3153364.0,0.8278892970768663,0.8325581395348837,0.9641427377239037,0.8748633914452179
259,Serbia,2021-11-30,1254845.0,11691.0,3263835.0,0.9067414700620395,0.8459498759729707,0.9661530071219899,0.9062814510523335
260,Serbia,2021-12-28,1293394.0,12645.0,3309157.0,0.9701954702124798,0.9245551601423487,0.9863040647512342,0.9603515650353542
261,Serbia,2022-01-27,1616584.0,13417.0,3331955.0,0.80007843700049,0.9424610568681523,0.9931577707382002,0.9118990882022807
263,Slovenia,2021-01-31,166473.0,3503.0,55484.0,0.7337646345052952,0.7699115044247787,0.2071047509191839,0.5702602966164193
264,Slovenia,2021-02-28,190081.0,3836.0,125183.0,0.875800316707088,0.9131908237747653,0.4432231213503431,0.7440714206107323
265,Slovenia,2021-03-31,215602.0,4047.0,258278.0,0.8816291129024777,0.9478626142821843,0.48468317084691687,0.7713916326771929
266,Slovenia,2021-04-30,240292.0,4250.0,430759.0,0.8972500124848102,0.9522352941176471,0.5995881687904373,0.8163578251309649
267,Slovenia,2021-05-31,253722.0,4375.0,673509.0,0.947068050858814,0.9714285714285714,0.6395742298915085,0.8526902840596313
268,Slovenia,2021-06-30,257335.0,4419.0,838657.0,0.9859599354926458,0.9900429961529758,0.8030804011651963,0.9263611109369393
269,Slovenia,2021-07-31,259215.0,4429.0,944328.0,0.9927473332947553,0.9977421539850982,0.8880992621207885,0.9595295831335474
270,Slovenia,2021-08-31,267198.0,4450.0,1023567.0,0.9701232793658635,0.9952808988764045,0.9225854291902729,0.9626632024775136
271,Slovenia,2021-09-30,293364.0,4561.0,1165724.0,0.9108070519900192,0.9756632317474239,0.8780526093655102,0.9215076310343178
272,Slovenia,2021-10-31,335850.0,4745.0,1188926.0,0.873497096918267,0.961222339304531,0.9804849082280983,0.9384014481502988
273,Slovenia,2021-11-30,420898.0,5224.0,1231897.0,0.7979367922869673,0.9083078101071975,0.965118025289452,0.8904542092278723
274,Slovenia,2021-12-31,464048.0,5589.0,1250475.0,0.9070139295934904,0.9346931472535337,0.9851432455666846,0.9422834408045695
275,Slovenia,2022-01-28,673154.0,5835.0,0.0,0.6893638008538908,0.957840616966581,inf,inf
277,Spain,2021-02-28,3188553.0,69142.0,2567617.0,0.8603021495957571,0.8434670677735674,0.48736591166050075,0.7303783763432752
278,Spain,2021-03-31,3284353.0,75459.0,5314076.0,0.9708313935804099,0.9162856650631469,0.48317280370096327,0.7900966207815067
279,Spain,2021-04-29,3514942.0,78080.0,11763360.0,0.9343974950369025,0.9664318647540984,0.4517481399872145,0.7841924999260718
280,Spain,2021-05-31,3678390.0,79953.0,18178604.0,0.9555653424460158,0.976573737070529,0.6470991941955498,0.8597460912373648
281,Spain,2021-06-30,3808960.0,80875.0,25627278.0,0.9657203016046375,0.9885996908809892,0.709345877466971,0.8878886233175326
282,Spain,2021-07-29,4422291.0,81442.0,31851618.0,0.8613092173264943,0.9930379902261732,0.804583239696018,0.8863101490828953
283,Spain,2021-08-31,4855065.0,84340.0,36533328.0,0.9108613375928025,0.9656390799146313,0.8718509849417496,0.9161171341497277
284,Spain,2021-09-30,4959091.0,86415.0,37702384.0,0.9790231717869263,0.9759879650523636,0.9689925178206238,0.9746678848866379
285,Spain,2021-10-30,5011148.0,87368.0,38037531.0,0.9896117616163003,0.9890921161065837,0.9911890443152054,0.9899643073460297
286,Spain,2021-11-30,5164184.0,88052.0,38356928.0,0.970365889364128,0.9922318629900513,0.9916730297066543,0.9847569273536112
287,Spain,2021-12-29,6133057.0,89331.0,39664717.0,0.8420244586019664,0.9856824618553469,0.9670289088410741,0.9315786097661292
288,Spain,2022-01-27,9660208.0,92767.0,40884275.0,0.6348783587268514,0.9629609667230804,0.9701704873083845,0.8560032709194388
290,Switzerland,2021-01-31,521320.0,9523.0,302566.0,0.8675976367682038,0.8267352724981624,0.02076902229596187,0.5717006438541093
291,Switzerland,2021-02-28,554932.0,10016.0,552624.0,0.9394304166997037,0.9507787539936102,0.5475078896320101,0.8125723534417747
292,Switzerland,2021-03-31,601124.0,10297.0,976270.0,0.9231572853521071,0.9727104982033602,0.5660565212492445,0.8206414349349039
293,Switzerland,2021-04-30,659974.0,10555.0,1841164.0,0.9108298205686891,0.9755566082425391,0.5302460834559007,0.8055441707557097
294,Switzerland,2021-05-31,694740.0,10712.0,3135755.0,0.949958257765495,0.9853435399551904,0.587151738576515,0.8408178454324001
295,Switzerland,2021-06-30,703004.0,10773.0,4387100.0,0.9882447326046508,0.994337696092082,0.7147671582594425,0.8991165289853917
296,Switzerland,2021-07-31,717665.0,10793.0,4739793.0,0.9795712484237075,0.9981469470953396,0.9255889444960993,0.9677690466717155
297,Switzerland,2021-08-31,779666.0,10899.0,5050533.0,0.9204774865134557,0.9902743370951463,0.9384738204858775,0.9497418813648265
298,Switzerland,2021-09-30,840363.0,11087.0,5564831.0,0.9277728791010551,0.9830432037521422,0.9075806614792076,0.939465581444135
299,Switzerland,2021-10-31,872558.0,11234.0,5751523.0,0.9631027393021439,0.9869147231618302,0.9675404236408339,0.9725192953682694
300,Switzerland,2021-11-30,1014662.0,11522.0,5868034.0,0.8599494215807826,0.9750043395243881,0.9801447980703588,0.9383661863918432
301,Switzerland,2021-12-31,1332615.0,12217.0,5976600.0,0.7614067078638617,0.9431120569697962,0.9818348224743165,0.8954511957693247
302,Switzerland,2022-01-27,2091306.0,12666.0,6065272.0,0.6372166483527518,0.9645507658297805,0.9853803753566205,0.862382596513051
304,United Kingdom,2021-02-28,4180592.0,122935.0,20275451.0,0.9139535740392748,0.8641965266197584,0.4585035864307038,0.7455512290299123
305,United Kingdom,2021-03-31,4349837.0,126799.0,31147444.0,0.9610916455030384,0.9695265735534192,0.6509507168549689,0.8605229786371421
306,United Kingdom,2021-04-30,4420678.0,127603.0,34362205.0,0.9839750825552098,0.9936992076988785,0.9064448570748006,0.9613730491096296
307,United Kingdom,2021-05-31,4491405.0,127868.0,39477158.0,0.9842528117593492,0.9979275502862327,0.8704325929440007,0.9508709849965276
308,United Kingdom,2021-06-30,4805290.0,128226.0,44860978.0,0.9346792805429017,0.9972080545287227,0.8799887956076214,0.9372920435597486
309,United Kingdom,2021-07-31,5865742.0,129741.0,46816382.0,0.8192126418107035,0.9883228894489792,0.9582324836635177,0.9219226716410667
310,United Kingdom,2021-08-31,6800189.0,132630.0,48087908.0,0.8625851428541177,0.9782175978285456,0.9735583007686672,0.9381203471504435
311,United Kingdom,2021-09-30,7818672.0,136759.0,48863490.0,0.8697370857864354,0.9698082027508245,0.9841275766426016,0.9412242883932871
312,United Kingdom,2021-10-31,9070699.0,140735.0,49987325.0,0.8619701745146653,0.9717483213131062,0.9775176007117804,0.9370786988465173
313,United Kingdom,2021-11-30,10246954.0,145073.0,50994257.0,0.8852093021984875,0.9700978128252673,0.9802540117409692,0.9451870422549079
314,United Kingdom,2021-12-31,12965393.0,148737.0,51786768.0,0.7903311530934697,0.9753659143320088,0.984696650696564,0.9167979060406809
315,United Kingdom,2022-01-27,16286017.0,155169.0,52297579.0,0.7961058250154105,0.9585484213986041,0.9902326071346439,0.9149622845162195
